#	Time_ps	4.5	5	5.5	6	6.5	7	7.5	8	8.5	9	9.5	10	10.5	11	11.5	12	12.5	13	13.5	14	14.5	15	15.5	16	16.5	17	17.5	18	18.5	19	19.5	20	20.5	21	21.5	22	22.5	23	23.5	24	24.5	25	25.5	26	26.5	27	27.5	28	28.5	29	29.5	30
930	0	0	1	1	2	6	9	11	15	17	19	21	22	26	30	34	35	37	44	48	55	60	66	73	77	80	83	84	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
940	0	0	1	1	2	3	6	10	16	17	20	22	23	26	27	33	38	41	44	50	55	61	66	70	76	78	82	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
950	0	0	1	1	1	4	11	12	16	17	21	22	24	24	28	32	35	38	45	51	53	58	67	74	78	81	82	84	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
960	0	0	0	0	2	7	10	13	17	18	20	22	23	26	29	30	36	40	44	50	55	62	68	72	76	79	81	85	85	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
970	0	0	0	2	2	3	7	14	16	18	22	24	25	26	28	29	36	41	46	50	57	62	68	76	79	81	83	83	84	84	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
980	0	0	1	2	3	6	9	12	14	18	20	24	25	25	28	32	35	39	42	47	53	59	64	75	80	80	82	84	85	85	85	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
990	0	0	0	2	3	7	10	11	15	19	19	22	24	25	26	30	36	40	46	49	53	59	65	70	78	79	83	84	85	85	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1000	0	1	1	1	5	6	10	13	14	19	21	23	25	25	28	34	38	44	50	52	56	60	69	69	74	81	85	85	86	86	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	
1010	0	0	0	1	3	7	11	13	18	18	20	21	23	25	26	29	34	44	48	52	56	63	69	72	77	79	84	85	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1020	0	0	1	1	3	5	10	14	16	18	21	22	22	23	27	32	34	39	48	53	58	63	65	71	75	78	81	85	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1030	0	0	0	0	2	5	9	14	16	18	19	21	22	25	28	32	38	43	46	50	56	63	68	71	72	76	78	83	84	84	84	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1040	0	0	0	1	2	7	10	12	16	18	20	20	22	23	27	31	36	42	47	47	54	59	64	69	74	78	81	82	82	85	85	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1050	0	0	0	1	2	6	11	15	15	18	20	22	25	26	27	28	35	43	49	52	58	60	63	69	75	77	80	85	86	86	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	
1060	0	0	1	1	3	6	10	12	16	18	19	21	23	25	26	31	35	40	46	49	52	54	60	69	75	77	80	82	84	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1070	0	0	1	1	4	5	9	11	15	18	20	22	24	26	30	32	36	41	44	49	54	57	62	71	77	80	82	83	84	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	
1080	0	0	1	2	3	6	10	11	13	17	20	22	24	26	26	31	39	45	49	51	52	59	66	71	75	79	81	82	83	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	
1090	0	0	1	2	4	7	10	13	14	18	19	22	22	23	25	32	38	43	46	49	51	58	65	76	79	80	81	85	85	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	
1100	0	0	0	1	2	4	9	12	16	17	21	22	23	25	31	34	40	42	46	50	58	62	72	73	76	79	83	84	85	85	86	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	
1110	0	0	0	0	1	2	11	15	15	17	18	20	23	24	30	35	41	47	50	52	56	58	63	70	76	79	82	82	83	85	85	85	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1120	0	0	0	1	4	6	9	12	16	18	20	20	24	25	26	31	40	44	49	50	52	59	66	72	76	80	81	83	83	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1130	0	0	0	1	2	5	7	11	16	20	20	20	22	25	28	32	37	40	45	52	54	59	66	73	75	80	83	84	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1140	0	0	0	1	3	3	8	14	16	18	19	20	21	24	27	32	36	40	44	49	56	61	66	72	80	80	82	82	84	84	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1150	0	0	0	0	1	3	7	11	15	16	18	20	21	24	28	32	37	42	48	52	57	63	69	74	79	81	83	83	83	84	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1160	0	0	0	0	2	3	7	10	15	17	18	20	23	24	28	31	38	42	48	53	57	60	66	70	76	78	82	83	83	84	85	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1170	0	0	0	0	2	5	7	14	16	17	19	21	22	23	26	31	34	44	46	53	57	60	63	72	75	78	82	84	84	84	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1180	0	0	0	0	1	4	5	10	15	18	20	22	22	22	26	33	36	40	46	51	55	61	65	67	72	78	82	84	84	85	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1190	0	0	0	0	0	4	8	11	13	15	20	20	23	25	26	30	36	39	47	52	55	62	66	71	75	79	84	84	85	85	85	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
1200	0	0	0	0	1	7	8	12	13	16	17	21	24	26	26	31	33	38	44	46	50	55	60	71	77	80	82	83	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	
